TotalAcc,LocalAcc
0.721202447459431,0.417188996111337
0.754322958233573,0.460171440881497
0.772811918063315,0.483620108636102
0.777999467943602,0.49781082827277
0.780526735833998,0.507288278579383
0.789438680500133,0.52020098961618
0.793296089385475,0.528882715020565
0.802075019952115,0.548237941698577
0.804203245544028,0.547186973632688
0.802208034051609,0.547494200736892
0.803139132748071,0.549306587349806
0.807129555732908,0.55689342793105
0.805799414737962,0.557295946859739
0.807528598031391,0.564950256697504
0.807528598031391,0.558768710203864
0.809656823623304,0.566288813429787
0.810454908220271,0.567909877248608
0.811652035115722,0.56530292547111
0.811119978717744,0.565638493667846
0.811785049215217,0.567740495248082
0.814179303006119,0.571059159433936
0.813248204309657,0.565808315301501
0.813514232508646,0.569288720582592
0.81364724660814,0.569224871577193
0.812982176110668,0.570309649776843
0.813115190210162,0.571640550683459
0.81364724660814,0.574039876838676
0.813248204309657,0.573641888167739
0.812583133812184,0.572579421368306
0.811519021016228,0.569663531001572
0.813514232508646,0.571445970148357
0.813381218409151,0.570582866352825
0.813780260707635,0.573181749133826
0.81364724660814,0.573978644608353
0.813780260707635,0.572769176020188
0.814312317105613,0.575362200502383
0.81391327480713,0.575228075570091
0.814711359404097,0.575097830802214
0.81391327480713,0.575307935147795
0.81364724660814,0.573955974249672
0.812583133812184,0.569599204502864
0.81364724660814,0.572618277574621
0.812583133812184,0.573552875020158
0.813115190210162,0.570421618124953
0.813115190210162,0.573082239502045
0.813381218409151,0.574397110680824
0.811652035115722,0.571492028824985
0.811918063314711,0.571520991800857
0.81245011971269,0.57025770048088
0.812051077414206,0.571214867087714
0.811519021016228,0.568583946845047
0.810986964618249,0.569616487926781
0.810853950518755,0.568779383211101
0.810055865921788,0.567462846812336
0.80952380952381,0.568630640195775
0.80925778132482,0.56788881104087
0.809124767225326,0.56700206556184
0.80925778132482,0.565368893857626
0.808326682628359,0.564341393279554
0.80659749933493,0.559674726394953
0.807395583931897,0.562623492952432
0.80779462623038,0.561270765558834
0.806863527533919,0.562190361608895
0.80659749933493,0.564569255842865
0.806996541633413,0.564621541620087
0.806065442936951,0.563253694062806
0.805932428837457,0.564085119654904
0.805400372439479,0.562294287679888
0.805799414737962,0.563967393397157
0.805666400638468,0.563836222313264
0.804735301942006,0.563379571099956
0.805134344240489,0.563701078398858
0.80367118914605,0.55886457014992
0.80367118914605,0.560171790855914
0.80340516094706,0.559303227852547
0.802740090449588,0.558056880017413
0.801808991753126,0.557853295216093
0.801276935355148,0.557794983045007
0.801143921255653,0.559932373519004
0.799946794360202,0.559147992062407
0.799547752061719,0.560087483121214
0.799547752061719,0.559104360245659
0.799680766161213,0.561459848961624
0.798749667464751,0.558700790306296
0.798882681564246,0.560791755635808
