TotalAcc,LocalAcc
0.721335461558925,0.42049604633644
0.750997605746209,0.44967340184335
0.772013833466347,0.484255120683593
0.780526735833998,0.504702962625501
0.783320031923384,0.510775266920821
0.789704708699122,0.522556319217872
0.795557329076882,0.533944985572609
0.799813780260708,0.543996423214814
0.799281723862729,0.542191316425559
0.802873104549082,0.545554941813588
0.802607076350093,0.548701574599055
0.803272146847566,0.551566289391963
0.806198457036446,0.55561243705234
0.807927640329875,0.560382254556479
0.809656823623304,0.556788687167379
0.810055865921788,0.558029663708498
0.810853950518755,0.559462189411633
0.810986964618249,0.562584990230975
0.81245011971269,0.570469167662478
0.8121840915137,0.568346670970553
0.812583133812184,0.568793374418933
0.812716147911679,0.568172004735856
0.811652035115722,0.568078820917981
0.811252992817239,0.569162528872752
0.812982176110668,0.56917485929015
0.81364724660814,0.570116860350695
0.813248204309657,0.570460666453191
0.812716147911679,0.570603318010413
0.812317105613195,0.576596849410329
0.811918063314711,0.572707889599586
0.813248204309657,0.576012704923612
0.812317105613195,0.573444389117758
0.81245011971269,0.574596489229383
0.8121840915137,0.574939950434888
0.813248204309657,0.57487141328524
0.814179303006119,0.579606550288548
0.813514232508646,0.579176779605832
0.812051077414206,0.573988443853383
0.812982176110668,0.571988355754041
0.811918063314711,0.572132093754695
0.81245011971269,0.575468299447007
0.81245011971269,0.576737956419889
0.812583133812184,0.572980883507436
0.81245011971269,0.571731424751618
0.811519021016228,0.570994287027498
0.81245011971269,0.570457264928881
0.811652035115722,0.569667340248018
0.811119978717744,0.566599486929537
0.811785049215217,0.568644438429319
0.810986964618249,0.571378689952747
0.811652035115722,0.570163784620706
0.811252992817239,0.569876347153161
0.809124767225326,0.568068979481808
0.810188880021282,0.565806566538669
0.809124767225326,0.563769293196808
0.809390795424315,0.567573697396072
0.80925778132482,0.565399191017374
0.809124767225326,0.565484551341345
0.808326682628359,0.564123013075895
0.807661612130886,0.56178584524267
0.808858739026337,0.562735256432019
0.808991753125831,0.562810853173152
0.807528598031391,0.562557073213806
0.807262569832402,0.563477296998207
0.806996541633413,0.563200427377031
0.806198457036446,0.561981138352597
0.806065442936951,0.564522348813149
0.805799414737962,0.561595275971844
0.805666400638468,0.560765259946552
0.805400372439479,0.562162068423609
0.8048683160415,0.560963105298936
0.805932428837457,0.562356325150543
0.805267358339984,0.561385553521258
0.804602287842511,0.560199297177046
0.803272146847566,0.559112326653985
0.802607076350093,0.558824839625867
0.802474062250599,0.558733241157724
0.801276935355148,0.558588879348969
0.801010907156159,0.560916050461037
0.80074487895717,0.56124208222961
0.799946794360202,0.557911505167984
0.799946794360202,0.55969686239118
0.799148709763235,0.558413378015815
0.79901569566374,0.560378195919082
0.798350625166268,0.556427931571142
